Customer ID,Contact Date,Contact Channel,Number of JTBD,Interaction competence rating,Level of Support,Support Service Used,Deflection Provided,Digicare Case Open,Average CSAT,Deflection,JTBD,CSAT group
Cust219,06/08/2024,Poly AI,1,Do it with me,Assisted digital,Libraries Connected,No,No,3,screen share,Non-digital,Digicare
Cust220,07/08/2024,Poly AI,4,Do it with me,Digicare,Self help,No,No,2,Other,Digital,Digicare
Cust221,08/08/2024,Poly AI,3,Do it myself,Self help,Libraries Connected,No,No,5,no deflection,Digital,Libraries Connected
Cust222,09/08/2024,Poly AI,2,Do it myself,Assisted digital,Self help,Yes,No,2,screen share,Digital,Campaign
Cust223,10/08/2024,Poly AI,2,Do it myself,Digicare,Assisted digital,Yes,No,3,no deflection,Digital,Libraries Connected
Cust224,11/08/2024,Poly AI,4,Do it myself,Self help,Libraries Connected,No,No,4,Other,Non-digital,Book
Cust225,12/08/2024,Poly AI,1,Do it myself,Assisted digital,Libraries Connected,No,No,4,Other,Digital,Book
Cust226,13/08/2024,Poly AI,1,Do it with me,Digicare,Libraries Connected,Yes,Yes,5,self help resources,Digital,Book
Cust227,14/08/2024,Poly AI,1,Refer to Digicare,Self help,Libraries Connected,Yes,No,5,screen share,Digital,Libraries Connected
Cust228,15/08/2024,Poly AI,3,Do it with me,Assisted digital,Libraries Connected,Yes,No,3,screen share,Non-digital,Digicare
Cust229,16/08/2024,Poly AI,3,Do it myself,Digicare,Digicare,Yes,No,4,no deflection,Digital,Campaign
Cust230,17/08/2024,Poly AI,4,Do it with me,Self help,Digicare,Yes,Yes,3,screen share,Non-digital,Book
Cust231,18/08/2024,Poly AI,4,Do it with me,Assisted digital,Digicare,No,No,3,Other,Digital,Libraries Connected
Cust232,19/08/2024,Poly AI,2,Do it myself,Digicare,Digicare,No,No,4,screen share,Non-digital,Libraries Connected
Cust233,20/08/2024,Poly AI,3,Do it with me,Self help,Self help,Yes,No,2,self help resources,Non-digital,Campaign
Cust234,21/08/2024,Poly AI,1,Do it with me,Assisted digital,Digicare,Yes,No,4,screen share,Digital,Libraries Connected
Cust235,22/08/2024,Poly AI,2,Do it myself,Digicare,Assisted digital,No,No,2,Other,Digital,Book
Cust236,23/08/2024,Poly AI,3,Do it myself,Self help,Libraries Connected,Yes,No,4,self help resources,Digital,Libraries Connected
Cust237,24/08/2024,Poly AI,3,Do it with me,Assisted digital,Digicare,Yes,No,1,no deflection,Non-digital,Digicare
Cust238,25/08/2024,Poly AI,1,Do it myself,Digicare,Assisted digital,Yes,No,5,screen share,Non-digital,Digicare
Cust239,26/08/2024,Poly AI,2,Do it with me,Self help,Self help,No,No,3,no deflection,Non-digital,Book
Cust240,27/08/2024,Poly AI,4,Do it with me,Assisted digital,Digicare,No,No,1,screen share,Non-digital,Book
Cust241,28/08/2024,Poly AI,3,Do it myself,Digicare,Self help,No,No,4,screen share,Non-digital,Digicare
Cust242,29/08/2024,Poly AI,3,Do it with me,Self help,Self help,No,No,2,screen share,Non-digital,Book
Cust243,30/08/2024,Poly AI,4,Do it with me,Assisted digital,Libraries Connected,Yes,No,1,Other,Non-digital,Campaign
Cust244,31/08/2024,Poly AI,3,Do it with me,Digicare,Digicare,No,No,2,Other,Non-digital,Libraries Connected
Cust245,01/09/2024,Poly AI,2,Do it myself,Self help,Assisted digital,Yes,No,1,no deflection,Digital,Book
Cust246,02/09/2024,Poly AI,1,Do it myself,Assisted digital,Libraries Connected,Yes,Yes,2,no deflection,Non-digital,Campaign
Cust247,03/09/2024,Poly AI,4,Do it myself,Digicare,Assisted digital,Yes,No,4,screen share,Digital,Libraries Connected
Cust248,04/09/2024,Poly AI,1,Do it with me,Self help,Assisted digital,Yes,No,3,no deflection,Digital,Campaign
Cust249,05/09/2024,Poly AI,3,Refer to Digicare,Assisted digital,Assisted digital,No,No,4,Other,Digital,Libraries Connected
Cust250,06/09/2024,Poly AI,2,Do it myself,Digicare,Self help,No,No,1,screen share,Digital,Book
Cust251,07/09/2024,Poly AI,2,Do it myself,Self help,Digicare,Yes,No,4,no deflection,Digital,Book
Cust252,08/09/2024,Poly AI,4,Do it myself,Assisted digital,Self help,Yes,No,5,Other,Digital,Digicare
Cust253,09/09/2024,Poly AI,4,Do it with me,Digicare,Assisted digital,Yes,No,2,screen share,Digital,Digicare
Cust254,10/09/2024,Poly AI,4,Do it with me,Self help,Self help,No,No,3,Other,Non-digital,Campaign
Cust255,11/09/2024,Poly AI,3,Do it with me,Assisted digital,Digicare,Yes,No,1,screen share,Non-digital,Book
Cust256,12/09/2024,Poly AI,3,Do it myself,Digicare,Assisted digital,Yes,No,1,no deflection,Digital,Digicare
Cust257,13/09/2024,Poly AI,4,Do it myself,Self help,Self help,Yes,Yes,4,no deflection,Digital,Campaign
Cust258,14/09/2024,Poly AI,4,Do it with me,Assisted digital,Self help,No,No,2,Other,Non-digital,Libraries Connected
Cust259,15/09/2024,Poly AI,1,Do it with me,Digicare,Digicare,Yes,No,2,screen share,Digital,Book
Cust260,16/09/2024,Poly AI,3,Do it with me,Self help,Self help,Yes,No,2,screen share,Digital,Book
Cust261,17/09/2024,Poly AI,3,Do it myself,Assisted digital,Digicare,Yes,No,3,no deflection,Digital,Digicare
Cust262,18/09/2024,Poly AI,3,Do it with me,Digicare,Digicare,Yes,No,3,Other,Non-digital,Campaign
Cust263,19/09/2024,Poly AI,3,Do it with me,Self help,Libraries Connected,No,No,1,no deflection,Non-digital,Libraries Connected
Cust264,20/09/2024,Poly AI,3,Do it myself,Assisted digital,Assisted digital,No,No,2,screen share,Non-digital,Libraries Connected
Cust265,21/09/2024,Poly AI,3,Do it myself,Digicare,Digicare,No,No,2,self help resources,Non-digital,Libraries Connected
Cust266,22/09/2024,Poly AI,4,Do it myself,Self help,Assisted digital,Yes,No,3,screen share,Non-digital,Digicare
Cust267,23/09/2024,Poly AI,3,Do it with me,Assisted digital,Digicare,Yes,No,2,Other,Non-digital,Libraries Connected
Cust268,24/09/2024,Poly AI,1,Do it with me,Digicare,Assisted digital,Yes,No,2,self help resources,Digital,Digicare
Cust269,25/09/2024,Poly AI,1,Do it myself,Self help,Libraries Connected,No,No,1,no deflection,Digital,Libraries Connected
Cust270,26/09/2024,Poly AI,4,Do it with me,Assisted digital,Self help,No,No,1,screen share,Non-digital,Libraries Connected
Cust271,27/09/2024,Poly AI,4,Do it with me,Digicare,Libraries Connected,No,No,1,screen share,Digital,Digicare
Cust272,28/09/2024,Poly AI,2,Do it myself,Self help,Assisted digital,Yes,No,2,no deflection,Digital,Book
Cust273,29/09/2024,Poly AI,1,Do it myself,Assisted digital,Assisted digital,No,No,2,Other,Non-digital,Campaign
Cust274,30/09/2024,Poly AI,4,Do it with me,Digicare,Assisted digital,No,No,5,self help resources,Non-digital,Libraries Connected
Cust275,01/10/2024,Poly AI,1,Do it with me,Self help,Digicare,Yes,No,1,screen share,Digital,Book
Cust276,02/10/2024,Poly AI,4,Do it myself,Assisted digital,Self help,Yes,No,5,no deflection,Non-digital,Libraries Connected
Cust277,03/10/2024,Poly AI,1,Do it with me,Digicare,Self help,Yes,No,3,no deflection,Digital,Campaign
Cust278,04/10/2024,Poly AI,3,Do it with me,Self help,Libraries Connected,No,No,4,self help resources,Digital,Libraries Connected
Cust279,05/10/2024,Poly AI,3,Do it myself,Assisted digital,Assisted digital,Yes,No,3,no deflection,Non-digital,Digicare
Cust280,06/10/2024,Poly AI,1,Do it with me,Digicare,Libraries Connected,No,No,3,self help resources,Non-digital,Digicare
Cust281,07/10/2024,Poly AI,2,Do it with me,Self help,Self help,Yes,No,2,no deflection,Non-digital,Campaign
Cust282,08/10/2024,Poly AI,2,Do it with me,Assisted digital,Self help,No,No,1,Other,Non-digital,Libraries Connected
Cust283,09/10/2024,Poly AI,2,Do it with me,Digicare,Assisted digital,No,No,2,self help resources,Digital,Campaign
Cust284,10/10/2024,Poly AI,4,Do it with me,Self help,Self help,No,No,5,no deflection,Digital,Libraries Connected
Cust285,11/10/2024,Poly AI,4,Do it with me,Assisted digital,Digicare,No,No,1,screen share,Digital,Libraries Connected
Cust286,12/10/2024,Poly AI,3,Do it with me,Digicare,Self help,No,No,4,Other,Digital,Book
Cust287,13/10/2024,Poly AI,2,Do it myself,Self help,Self help,Yes,No,5,no deflection,Non-digital,Book
Cust288,14/10/2024,Poly AI,3,Do it myself,Assisted digital,Libraries Connected,No,No,2,screen share,Non-digital,Campaign
Cust289,15/10/2024,Poly AI,3,Do it with me,Digicare,Libraries Connected,No,No,4,no deflection,Digital,Libraries Connected
Cust290,16/10/2024,Poly AI,2,Do it myself,Self help,Digicare,Yes,No,4,no deflection,Non-digital,Libraries Connected
Cust291,17/10/2024,Poly AI,3,Do it with me,Assisted digital,Libraries Connected,No,No,4,no deflection,Non-digital,Campaign
Cust292,18/10/2024,Poly AI,2,Do it myself,Digicare,Digicare,Yes,No,5,no deflection,Digital,Digicare
Cust293,19/10/2024,Poly AI,3,Do it myself,Self help,Self help,No,No,2,screen share,Digital,Book
Cust294,20/10/2024,Poly AI,1,Do it myself,Assisted digital,Assisted digital,Yes,No,4,screen share,Non-digital,Libraries Connected
Cust295,21/10/2024,Poly AI,3,Do it with me,Digicare,Assisted digital,Yes,No,2,no deflection,Non-digital,Campaign
Cust296,22/10/2024,Poly AI,2,Do it with me,Self help,Assisted digital,Yes,No,1,Other,Non-digital,Libraries Connected
Cust297,23/10/2024,Poly AI,2,Do it myself,Assisted digital,Assisted digital,No,No,1,screen share,Digital,Book
Cust298,24/10/2024,Poly AI,3,Do it myself,Digicare,Libraries Connected,Yes,No,5,screen share,Digital,Campaign
Cust299,25/10/2024,Poly AI,4,Do it with me,Self help,Self help,Yes,No,1,no deflection,Non-digital,Campaign
Cust300,26/10/2024,Poly AI,2,Do it myself,Assisted digital,Assisted digital,Yes,No,1,Other,Non-digital,Digicare
Cust301,27/10/2024,Poly AI,3,Do it myself,Digicare,Self help,Yes,No,4,Other,Digital,Libraries Connected
Cust302,28/10/2024,Poly AI,2,Do it myself,Self help,Assisted digital,No,No,5,Other,Non-digital,Book
Cust303,29/10/2024,Poly AI,1,Do it myself,Assisted digital,Self help,No,No,2,screen share,Digital,Libraries Connected
Cust304,30/10/2024,Poly AI,4,Do it with me,Digicare,Assisted digital,Yes,No,2,screen share,Digital,Book
Cust305,31/10/2024,Poly AI,2,Do it with me,Self help,Libraries Connected,No,No,3,Other,Non-digital,Campaign
Cust306,01/11/2024,Poly AI,1,Do it myself,Assisted digital,Assisted digital,Yes,No,5,Other,Non-digital,Digicare
Cust307,02/11/2024,Poly AI,4,Do it myself,Digicare,Self help,Yes,No,2,Other,Digital,Book
Cust308,03/11/2024,Poly AI,3,Do it with me,Self help,Self help,No,No,2,Other,Non-digital,Book
Cust309,04/11/2024,Poly AI,2,Do it myself,Assisted digital,Digicare,No,No,3,no deflection,Digital,Digicare
Cust310,05/11/2024,Poly AI,3,Do it with me,Digicare,Self help,Yes,No,5,screen share,Digital,Book
Cust311,06/11/2024,Poly AI,1,Do it with me,Self help,Assisted digital,No,No,1,self help resources,Non-digital,Digicare
Cust312,07/11/2024,Phone,4,Refer to Digicare,Assisted digital,Assisted digital,No,No,3,no deflection,Digital,Digicare
Cust313,08/11/2024,Webchat,2,Do it with me,Digicare,Assisted digital,No,No,2,no deflection,Non-digital,Digicare
Cust314,09/11/2024,Phone,4,Do it with me,Self help,Digicare,No,No,2,no deflection,Non-digital,Digicare
Cust315,10/11/2024,Phone,4,Do it with me,Assisted digital,Digicare,No,No,3,Other,Non-digital,Campaign
Cust316,11/11/2024,Phone,1,Do it myself,Digicare,Assisted digital,Yes,No,1,screen share,Non-digital,Digicare
Cust317,12/11/2024,Webchat,1,Do it with me,Self help,Self help,Yes,No,2,self help resources,Digital,Campaign
Cust318,13/11/2024,Webchat,1,Do it myself,Assisted digital,Digicare,No,No,5,no deflection,Non-digital,Digicare
Cust319,14/11/2024,Phone,4,Do it myself,Digicare,Assisted digital,No,No,2,no deflection,Non-digital,Libraries Connected
Cust320,15/11/2024,Webchat,4,Do it myself,Self help,Libraries Connected,Yes,No,5,no deflection,Non-digital,Digicare
Cust321,16/11/2024,Phone,2,Do it myself,Assisted digital,Digicare,No,No,1,Other,Digital,Libraries Connected
Cust322,17/11/2024,Phone,4,Do it myself,Digicare,Assisted digital,Yes,No,4,no deflection,Non-digital,Book
Cust323,18/11/2024,Phone,2,Do it myself,Self help,Assisted digital,Yes,No,1,self help resources,Non-digital,Book
Cust324,19/11/2024,Webchat,3,Do it myself,Assisted digital,Self help,Yes,No,1,self help resources,Digital,Digicare
Cust325,20/11/2024,Phone,1,Do it myself,Digicare,Digicare,Yes,No,3,no deflection,Digital,Campaign
Cust326,21/11/2024,Phone,3,Do it with me,Self help,Libraries Connected,No,No,3,screen share,Digital,Digicare
Cust327,22/11/2024,Phone,2,Do it myself,Assisted digital,Self help,Yes,No,5,Other,Non-digital,Digicare
Cust328,23/11/2024,Phone,4,Do it with me,Digicare,Self help,Yes,No,1,Other,Non-digital,Book
Cust329,24/11/2024,Phone,3,Do it with me,Self help,Assisted digital,Yes,Yes,3,no deflection,Digital,Libraries Connected
Cust330,25/11/2024,Phone,4,Refer to Digicare,Assisted digital,Libraries Connected,Yes,No,3,Other,Non-digital,Campaign
Cust331,26/11/2024,Webchat,1,Do it with me,Digicare,Assisted digital,Yes,No,3,Other,Digital,Digicare
Cust332,27/11/2024,Webchat,4,Do it with me,Self help,Self help,Yes,No,4,screen share,Non-digital,Campaign
Cust333,28/11/2024,Phone,1,Do it with me,Assisted digital,Digicare,Yes,No,3,screen share,Non-digital,Book
Cust334,29/11/2024,Phone,4,Do it with me,Digicare,Self help,No,No,4,no deflection,Non-digital,Book
Cust335,30/11/2024,Phone,3,Do it myself,Self help,Assisted digital,No,No,5,Other,Digital,Digicare
Cust336,01/12/2024,Phone,1,Do it with me,Assisted digital,Assisted digital,Yes,No,4,no deflection,Non-digital,Book
Cust337,02/12/2024,Phone,4,Do it myself,Digicare,Libraries Connected,Yes,Yes,2,self help resources,Non-digital,Digicare
Cust338,03/12/2024,Phone,1,Do it myself,Self help,Assisted digital,No,Yes,4,Other,Digital,Campaign
Cust339,04/12/2024,Webchat,1,Do it myself,Assisted digital,Assisted digital,No,No,5,Other,Digital,Campaign
Cust340,05/12/2024,Phone,3,Do it with me,Digicare,Digicare,No,No,1,no deflection,Digital,Campaign
Cust341,06/12/2024,Phone,3,Do it myself,Self help,Assisted digital,No,No,5,no deflection,Digital,Libraries Connected
Cust342,07/12/2024,Phone,1,Do it with me,Assisted digital,Digicare,Yes,Yes,4,screen share,Digital,Libraries Connected
Cust343,08/12/2024,Phone,1,Do it with me,Digicare,Assisted digital,No,No,4,Other,Digital,Book
Cust344,09/12/2024,Phone,4,Do it with me,Self help,Libraries Connected,No,No,1,no deflection,Digital,Digicare
Cust345,10/12/2024,Phone,2,Do it myself,Assisted digital,Assisted digital,No,No,1,no deflection,Digital,Book
Cust346,11/12/2024,Phone,2,Refer to Digicare,Digicare,Libraries Connected,No,No,3,no deflection,Non-digital,Book
Cust347,12/12/2024,Phone,4,Do it with me,Self help,Libraries Connected,Yes,No,4,screen share,Non-digital,Book
Cust348,13/12/2024,Phone,2,Do it with me,Assisted digital,Self help,No,No,2,screen share,Digital,Campaign
Cust349,14/12/2024,Phone,4,Do it with me,Digicare,Libraries Connected,No,No,5,no deflection,Non-digital,Libraries Connected
Cust350,15/12/2024,Phone,2,Do it with me,Self help,Digicare,No,No,2,screen share,Non-digital,Campaign
Cust351,16/12/2024,Phone,4,Do it with me,Assisted digital,Digicare,No,No,2,no deflection,Non-digital,Campaign
Cust352,17/12/2024,Webchat,3,Do it myself,Digicare,Self help,Yes,No,1,Other,Non-digital,Libraries Connected
Cust353,18/12/2024,Webchat,4,Do it with me,Self help,Assisted digital,Yes,No,1,no deflection,Digital,Libraries Connected
Cust354,19/12/2024,Phone,3,Do it with me,Assisted digital,Libraries Connected,Yes,No,4,no deflection,Non-digital,Digicare
Cust355,20/12/2024,Phone,3,Do it with me,Digicare,Digicare,No,No,2,screen share,Non-digital,Digicare
Cust356,21/12/2024,Webchat,4,Refer to Digicare,Self help,Self help,No,No,2,no deflection,Digital,Book
Cust357,22/12/2024,Phone,3,Do it with me,Assisted digital,Assisted digital,Yes,No,1,no deflection,Non-digital,Digicare
Cust358,23/12/2024,Phone,1,Do it with me,Digicare,Assisted digital,Yes,No,2,Other,Digital,Book
Cust359,24/12/2024,Phone,2,Do it myself,Self help,Assisted digital,No,No,3,self help resources,Digital,Libraries Connected
Cust360,25/12/2024,Webchat,1,Do it myself,Assisted digital,Assisted digital,No,No,2,no deflection,Non-digital,Digicare
Cust361,26/12/2024,Phone,4,Do it myself,Digicare,Self help,Yes,No,3,screen share,Non-digital,Libraries Connected
Cust362,27/12/2024,Phone,2,Do it myself,Self help,Self help,Yes,No,1,Other,Digital,Campaign
Cust363,28/12/2024,Webchat,2,Do it myself,Assisted digital,Self help,No,No,1,Other,Non-digital,Campaign
Cust364,29/12/2024,Phone,4,Do it myself,Digicare,Digicare,Yes,No,1,screen share,Digital,Digicare
Cust365,30/12/2024,Webchat,3,Do it with me,Self help,Assisted digital,Yes,No,1,Other,Non-digital,Libraries Connected
Cust366,31/12/2024,Phone,2,Do it with me,Assisted digital,Digicare,Yes,No,4,screen share,Non-digital,Campaign
Cust367,11/08/2024,Webchat,4,Do it myself,Digicare,Assisted digital,No,Yes,4,no deflection,Digital,Campaign
Cust368,12/08/2024,Phone,2,Do it with me,Self help,Self help,No,Yes,2,no deflection,Digital,Campaign
Cust369,13/08/2024,Webchat,1,Do it with me,Assisted digital,Self help,Yes,No,2,screen share,Non-digital,Book
Cust370,14/08/2024,Phone,1,Do it myself,Digicare,Self help,Yes,Yes,1,no deflection,Digital,Digicare
Cust371,15/08/2024,Webchat,4,Do it with me,Self help,Self help,No,No,4,screen share,Digital,Campaign
Cust372,16/08/2024,Phone,2,Do it with me,Assisted digital,Assisted digital,No,No,5,Other,Non-digital,Libraries Connected
Cust373,17/08/2024,Webchat,4,Do it myself,Digicare,Self help,Yes,No,5,self help resources,Digital,Digicare
Cust374,18/08/2024,Phone,1,Do it myself,Self help,Self help,Yes,No,5,screen share,Non-digital,Libraries Connected
Cust375,19/08/2024,Phone,4,Do it with me,Assisted digital,Libraries Connected,Yes,No,3,Other,Non-digital,Libraries Connected
Cust376,20/08/2024,Phone,3,Do it with me,Digicare,Digicare,Yes,No,1,self help resources,Non-digital,Libraries Connected
Cust377,21/08/2024,Phone,1,Do it myself,Self help,Digicare,No,Yes,2,self help resources,Non-digital,Campaign
Cust378,22/08/2024,Webchat,1,Do it myself,Assisted digital,Assisted digital,No,No,5,self help resources,Digital,Campaign
Cust379,23/08/2024,Phone,2,Do it myself,Digicare,Digicare,Yes,No,2,Other,Non-digital,Campaign
Cust380,24/08/2024,Phone,4,Do it with me,Self help,Libraries Connected,No,No,5,no deflection,Non-digital,Libraries Connected
Cust381,25/08/2024,Phone,2,Do it with me,Assisted digital,Libraries Connected,Yes,No,2,no deflection,Digital,Campaign
Cust382,26/08/2024,Webchat,1,Do it with me,Digicare,Digicare,No,Yes,2,Other,Digital,Book
Cust383,27/08/2024,Webchat,4,Refer to Digicare,Self help,Libraries Connected,Yes,No,5,screen share,Digital,Digicare
Cust384,28/08/2024,Phone,1,Do it with me,Assisted digital,Libraries Connected,No,Yes,1,Other,Non-digital,Digicare
Cust385,29/08/2024,Phone,3,Do it myself,Digicare,Digicare,No,No,1,Other,Non-digital,Digicare
Cust386,30/08/2024,Phone,4,Do it with me,Self help,Digicare,No,No,2,screen share,Non-digital,Libraries Connected
Cust387,31/08/2024,Phone,3,Do it myself,Assisted digital,Self help,Yes,No,2,Other,Digital,Book
Cust388,01/09/2024,Phone,3,Do it with me,Digicare,Self help,Yes,No,2,no deflection,Digital,Libraries Connected
Cust389,02/09/2024,Webchat,1,Do it myself,Self help,Libraries Connected,No,Yes,3,no deflection,Non-digital,Book
Cust390,03/09/2024,Phone,1,Do it myself,Assisted digital,Self help,No,No,2,self help resources,Non-digital,Libraries Connected
Cust391,04/09/2024,Phone,2,Do it with me,Digicare,Self help,No,No,3,self help resources,Non-digital,Campaign
Cust392,05/09/2024,Phone,1,Do it with me,Self help,Digicare,Yes,No,3,no deflection,Digital,Campaign
Cust393,06/09/2024,Webchat,4,Do it myself,Assisted digital,Libraries Connected,Yes,No,5,self help resources,Non-digital,Digicare
Cust394,07/09/2024,Webchat,4,Do it with me,Digicare,Digicare,No,No,4,screen share,Digital,Book
Cust395,08/09/2024,Phone,2,Do it with me,Self help,Self help,Yes,No,1,screen share,Digital,Campaign
Cust396,09/09/2024,Phone,1,Do it with me,Assisted digital,Digicare,No,No,2,no deflection,Non-digital,Book
Cust397,10/09/2024,Phone,1,Do it myself,Digicare,Assisted digital,No,No,3,no deflection,Non-digital,Libraries Connected
Cust398,11/09/2024,Phone,1,Do it myself,Self help,Libraries Connected,Yes,Yes,2,screen share,Non-digital,Libraries Connected
Cust399,12/09/2024,Webchat,1,Do it myself,Assisted digital,Assisted digital,Yes,No,4,screen share,Digital,Campaign
Cust400,13/09/2024,Phone,2,Refer to Digicare,Digicare,Self help,No,No,5,no deflection,Non-digital,Libraries Connected
Cust401,14/09/2024,Webchat,4,Do it with me,Self help,Digicare,Yes,No,1,screen share,Digital,Book
Cust402,15/09/2024,Webchat,2,Do it myself,Assisted digital,Libraries Connected,No,No,4,no deflection,Digital,Campaign
Cust403,16/09/2024,Webchat,1,Do it with me,Digicare,Self help,No,No,2,Other,Non-digital,Digicare
Cust404,17/09/2024,Webchat,1,Do it with me,Self help,Digicare,No,No,4,Other,Non-digital,Digicare
Cust405,18/09/2024,Phone,2,Do it myself,Assisted digital,Libraries Connected,No,No,4,no deflection,Digital,Libraries Connected
Cust406,19/09/2024,Phone,2,Refer to Digicare,Digicare,Digicare,Yes,No,2,no deflection,Non-digital,Book
Cust407,20/09/2024,Phone,4,Do it myself,Self help,Assisted digital,No,Yes,5,screen share,Non-digital,Campaign
Cust408,21/09/2024,Webchat,4,Do it myself,Assisted digital,Digicare,No,No,1,no deflection,Non-digital,Libraries Connected
Cust409,22/09/2024,Webchat,1,Do it myself,Digicare,Assisted digital,No,Yes,4,screen share,Non-digital,Libraries Connected
Cust410,23/09/2024,Phone,2,Do it myself,Self help,Assisted digital,Yes,No,4,Other,Non-digital,Campaign
Cust411,24/09/2024,Webchat,4,Do it myself,Assisted digital,Assisted digital,No,No,2,screen share,Digital,Digicare
Cust412,25/09/2024,Phone,1,Refer to Digicare,Digicare,Assisted digital,No,No,1,no deflection,Non-digital,Libraries Connected
Cust413,26/09/2024,Phone,2,Do it with me,Self help,Self help,Yes,No,4,Other,Digital,Book
Cust414,27/09/2024,Webchat,1,Do it with me,Assisted digital,Self help,No,No,4,screen share,Digital,Libraries Connected
Cust415,28/09/2024,Webchat,2,Do it with me,Digicare,Self help,Yes,No,2,screen share,Digital,Book
Cust416,29/09/2024,Phone,3,Do it with me,Self help,Self help,No,No,1,screen share,Digital,Book
Cust417,30/09/2024,Phone,4,Do it with me,Assisted digital,Self help,Yes,No,1,screen share,Digital,Libraries Connected
Cust418,01/10/2024,Phone,4,Do it with me,Digicare,Digicare,No,No,1,screen share,Digital,Book
Cust419,02/10/2024,Webchat,1,Do it with me,Self help,Libraries Connected,Yes,No,2,screen share,Digital,Campaign
Cust420,03/10/2024,Webchat,1,Do it myself,Assisted digital,Digicare,Yes,Yes,2,self help resources,Non-digital,Book
Cust421,04/10/2024,Webchat,1,Do it myself,Digicare,Self help,Yes,No,1,screen share,Non-digital,Book
Cust422,05/10/2024,Webchat,4,Do it myself,Self help,Assisted digital,No,No,3,no deflection,Non-digital,Campaign
Cust423,06/10/2024,Phone,1,Do it with me,Assisted digital,Assisted digital,No,No,2,no deflection,Digital,Digicare
Cust424,07/10/2024,Webchat,2,Do it myself,Digicare,Digicare,No,No,4,no deflection,Non-digital,Campaign
Cust425,08/10/2024,Phone,2,Do it myself,Self help,Digicare,No,No,3,Other,Non-digital,Digicare
Cust426,09/10/2024,Phone,2,Do it with me,Assisted digital,Assisted digital,No,No,4,no deflection,Digital,Book
Cust427,10/10/2024,Phone,2,Do it myself,Digicare,Digicare,No,No,1,no deflection,Non-digital,Digicare
Cust428,11/10/2024,Phone,2,Do it with me,Self help,Libraries Connected,Yes,No,5,screen share,Non-digital,Campaign
Cust429,12/10/2024,Phone,3,Do it with me,Assisted digital,Self help,Yes,No,2,screen share,Non-digital,Book
Cust430,13/10/2024,Phone,2,Do it myself,Digicare,Libraries Connected,No,No,4,Other,Non-digital,Libraries Connected
Cust431,14/10/2024,Webchat,4,Do it myself,Self help,Assisted digital,Yes,Yes,3,no deflection,Digital,Book
Cust432,15/10/2024,Phone,2,Do it myself,Assisted digital,Assisted digital,No,Yes,2,screen share,Non-digital,Campaign
Cust433,16/10/2024,Phone,4,Do it myself,Digicare,Digicare,Yes,No,5,screen share,Non-digital,Libraries Connected
Cust434,17/10/2024,Phone,3,Do it myself,Self help,Assisted digital,No,No,4,Other,Digital,Book
Cust435,18/10/2024,Phone,3,Do it with me,Assisted digital,Libraries Connected,No,No,4,screen share,Non-digital,Campaign
Cust436,19/10/2024,Phone,3,Do it with me,Digicare,Libraries Connected,No,No,2,Other,Non-digital,Digicare
Cust437,20/10/2024,Phone,3,Do it myself,Self help,Digicare,Yes,Yes,2,Other,Non-digital,Libraries Connected
Cust438,21/10/2024,Webchat,3,Do it myself,Assisted digital,Libraries Connected,No,No,2,Other,Non-digital,Book
Cust439,22/10/2024,Webchat,4,Refer to Digicare,Digicare,Assisted digital,Yes,No,2,no deflection,Digital,Digicare
Cust440,23/10/2024,Webchat,3,Do it with me,Self help,Digicare,No,Yes,2,no deflection,Non-digital,Libraries Connected
Cust441,24/10/2024,Phone,1,Do it myself,Assisted digital,Self help,Yes,Yes,4,no deflection,Digital,Digicare
Cust442,25/10/2024,Webchat,1,Do it with me,Digicare,Self help,No,No,1,self help resources,Digital,Campaign
Cust443,26/10/2024,Phone,3,Do it myself,Self help,Digicare,Yes,No,5,screen share,Non-digital,Libraries Connected
Cust444,27/10/2024,Phone,1,Do it myself,Assisted digital,Digicare,Yes,No,4,Other,Non-digital,Libraries Connected
Cust445,28/10/2024,Webchat,2,Do it myself,Digicare,Libraries Connected,No,No,3,no deflection,Non-digital,Libraries Connected
Cust446,29/10/2024,Webchat,4,Do it with me,Self help,Libraries Connected,No,No,1,Other,Non-digital,Campaign
Cust447,30/10/2024,Phone,3,Do it with me,Assisted digital,Assisted digital,Yes,No,3,no deflection,Digital,Book
Cust448,31/10/2024,Phone,1,Do it myself,Digicare,Self help,Yes,No,4,self help resources,Non-digital,Book
Cust449,01/11/2024,Phone,4,Do it myself,Self help,Libraries Connected,Yes,No,5,Other,Non-digital,Digicare
Cust450,02/11/2024,Phone,1,Do it with me,Assisted digital,Digicare,Yes,No,2,screen share,Non-digital,Book
Cust451,03/11/2024,Webchat,4,Do it myself,Digicare,Assisted digital,No,No,3,Other,Non-digital,Campaign
Cust452,04/11/2024,Phone,1,Do it with me,Self help,Assisted digital,No,No,4,Other,Non-digital,Book
Cust453,05/11/2024,Phone,3,Do it myself,Assisted digital,Assisted digital,Yes,No,2,no deflection,Non-digital,Digicare
Cust454,06/11/2024,Webchat,1,Do it with me,Digicare,Assisted digital,No,Yes,2,no deflection,Digital,Book
Cust455,07/11/2024,Phone,1,Do it with me,Self help,Assisted digital,No,No,2,no deflection,Non-digital,Campaign
Cust456,08/11/2024,Phone,1,Do it with me,Assisted digital,Assisted digital,Yes,No,2,screen share,Digital,Campaign
Cust457,09/11/2024,Webchat,1,Do it myself,Digicare,Self help,Yes,No,4,no deflection,Non-digital,Digicare
